product_key,product_id,product_number,product_name,category_id,category,subcategory,maintenance,product_cost,product_line,start_date,end_date
270,474,CROI-EA,Croissant - EA,BK_FO,,,,21.34,Mountain,2018-08-08,
271,475,LAMB-2L,Lamb Leg - 2L,MT_FO,,,,45.07,Mountain,2015-09-02,2021-12-27
272,476,SURF-EA,Surface Spray - EA,HH_CH,,,,55.7,Mountain,2022-10-25,
273,477,PAIN-1KG,Pain Relief - 1KG,HB_GR,,,,54.35,Mountain,2013-02-24,2017-03-30
274,478,BAKE-12PK,Baked Beans - 12PK,PN_CL,,,,21.65,Road,2022-08-02,2023-02-13
275,479,CHOC-2L,Chocolate Bar - 2L,SN_GR,,,,35.4,Touring,2023-09-09,2026-08-09
276,480,BASM-6PK,Basmati Rice - 6PK,PN_DR,,,,64.48,Touring,2014-02-01,
277,481,BUTT-XL,Butter Block - XL,DA_PC,,,,25.23,Mountain,2017-05-02,
278,482,PAIN-12PK,Pain Relief - 12PK,HB_FO,,,,71.45,Touring,2016-10-22,2023-06-15
279,483,SPRI-FAMILY,Spring Water - FAMILY,BV_CL,,,,12.26,Other Sales,2015-12-01,2019-01-28
280,484,HAND-1KG,Hand Soap - 1KG,HB_CH,,,,10.81,Mountain,2023-04-17,
281,485,BUTT-250G,Butter Block - 250G,DA_PC,,,,36.14,Touring,2025-06-19,
282,486,GREE-2L,Greek Yoghurt - 2L,DA_CH,Dairy,Cheese,No,61.44,Other Sales,2025-11-20,
283,487,SALM-500G,Salmon Fillet - 500G,MT_CL,,,,21.07,Mountain,2015-07-24,
284,488,BANA-12PK,Bananas - 12PK,PR_CH,,,,,Other Sales,2018-12-11,
285,489,FISH-6PK,Fish Fingers - 6PK,FR_CH,,,,62.08,Mountain,2020-08-30,
286,490,FROZ-2L,Frozen Peas - 2L,FR_DR,,,,45.89,Mountain,2025-02-22,
287,491,FROZ-250G,Frozen Pizza - 250G,FR_GR,,,,,Mountain,2020-03-01,
288,492,CRAC-XL,Crackers - XL,SN_CH,Snacks,Chips,No,67.03,Mountain,2015-12-06,2022-06-05
289,492,CRAC-XL,Crackers - XL,SN_CH,Snacks,Chocolate,Yes,67.03,Mountain,2015-12-06,2022-06-05
290,493,PAIN-2L,Pain Relief - 2L,HB_DR,,,,40.71,Mountain,2022-01-02,
291,494,PRAW-EA,Prawns - EA,MT_CH,Meat & Seafood,Chicken,No,74.77,Touring,2025-03-17,
292,495,TUNA-2L,Tuna Cans - 2L,PN_DR,,,,24.08,Touring,2024-05-09,
293,496,APPL-1KG,Apples - 1KG,PR_CL,,,,67.92,Touring,2019-05-07,2025-09-29
294,497,MUFF-1KG,Muffins - 1KG,BK_FO,,,,71.58,Touring,2014-04-07,
295,498,SURF-FAMILY,Surface Spray - FAMILY,HH_CL,Household,Cleaning,Yes,74.22,Road,2025-01-31,
296,499,CHIC-2L,Chicken Breast - 2L,MT_GR,,,,42.71,Road,2015-12-18,
297,500,ORAN-12PK,Oranges - 12PK,PR_GR,,,,60.78,Mountain,2015-04-05,2019-07-04
298,501,FLOU-6PK,Flour - 6PK,PN_CL,,,,24.67,Touring,2023-04-21,
299,502,GREE-EA,Green Tea - EA,BV_PC,,,,0.79,Mountain,2019-03-22,2021-09-02
300,503,LAUN-EA,Laundry Powder - EA,HH_GR,,,,,Other Sales,2022-04-18,
301,504,CHOC-1L,Chocolate Bar - 1L,SN_CH,Snacks,Chips,No,49.52,Mountain,2021-01-31,
302,504,CHOC-1L,Chocolate Bar - 1L,SN_CH,Snacks,Chocolate,Yes,49.52,Mountain,2021-01-31,
303,505,CREA-12PK,Cream Cheese - 12PK,DA_CL,,,,,Road,2012-06-12,2015-03-26
304,506,WHOL-XL,Wholemeal Bread - XL,BK_PC,,,,15.7,Mountain,2012-07-01,
305,507,GREE-6PK,Green Tea - 6PK,BV_PC,,,,60.7,Touring,2025-02-17,2026-04-28
306,508,TOMA-1L,Tomatoes - 1L,PR_GR,,,,74.84,Other Sales,2018-04-05,2019-11-17
307,509,INST-12PK,Instant Coffee - 12PK,BV_DR,,,,78.2,Mountain,2014-09-08,
308,510,MIXE-6PK,Mixed Nuts - 6PK,SN_DR,,,,19.43,Road,2020-04-07,
309,511,SPAG-EA,Spaghetti - EA,PN_FO,,,,11.5,Road,2012-12-07,
310,512,MOZZ-2L,Mozzarella - 2L,DA_DR,,,,28.96,Other Sales,2016-08-06,
311,513,NAPP-1L,Nappies - 1L,HB_CL,,,,19.01,Road,2012-02-28,
312,514,LAMB-6PK,Lamb Leg - 6PK,MT_GR,,,,20.66,Other Sales,2019-08-22,
313,515,BAGE-XL,Bagels - XL,BK_CH,,,,18.58,Other Sales,2019-07-28,2025-10-11
314,516,COLA-12PK,Cola - 12PK,BV_GR,,,,9.07,Mountain,2013-01-17,
315,517,LAUN-EA,Laundry Powder - EA,HH_DR,,,,36.56,Mountain,2024-03-10,2029-07-04
316,518,PAIN-12PK,Pain Relief - 12PK,HB_CL,,,,55.73,Mountain,2015-11-12,
317,519,CHOC-2L,Chocolate Bar - 2L,SN_CL,,,,48.7,Road,2013-04-22,2015-05-09
318,520,MIXE-FAMILY,Mixed Nuts - FAMILY,SN_PC,,,,14.79,Road,2022-11-12,
319,521,BAGE-250G,Bagels - 250G,BK_PC,,,,11.56,Mountain,2017-08-17,
320,522,FISH-250G,Fish Fingers - 250G,FR_PC,,,,6.99,Mountain,2025-01-29,
321,523,LAUN-2L,Laundry Powder - 2L,HH_DR,,,,79.35,Mountain,2018-11-18,
322,524,CRAC-1L,Crackers - 1L,SN_CH,Snacks,Chips,No,7.94,Touring,2016-06-17,
323,524,CRAC-1L,Crackers - 1L,SN_CH,Snacks,Chocolate,Yes,7.94,Touring,2016-06-17,
324,525,HAND-1L,Hand Soap - 1L,HB_CL,,,,72.4,Mountain,2017-01-31,
325,526,BODY-12PK,Body Wash - 12PK,HB_GR,,,,42.15,Touring,2025-11-19,
326,527,MIXE-EA,Mixed Nuts - EA,SN_GR,,,,32.62,Touring,2021-07-02,
327,528,CREA-6PK,Cream Cheese - 6PK,DA_PC,,,,15.87,Other Sales,2020-10-10,
328,529,CHIC-XL,Chicken Breast - XL,MT_DR,,,,69.09,Road,2012-04-24,
329,530,NAPP-250G,Nappies - 250G,HB_PC,,,,21.56,Mountain,2020-07-31,
330,531,FROZ-EA,Frozen Berries - EA,FR_PC,,,,74.91,Mountain,2017-02-26,
331,532,MIXE-6PK,Mixed Nuts - 6PK,SN_CH,Snacks,Chips,No,1.35,Other Sales,2015-07-09,
332,532,MIXE-6PK,Mixed Nuts - 6PK,SN_CH,Snacks,Chocolate,Yes,1.35,Other Sales,2015-07-09,
333,533,SPIN-XL,Spinach - XL,PR_PC,,,,11.9,Touring,2022-01-15,2024-09-20
334,534,ALMO-250G,Almond Milk - 250G,DA_GR,,,,3.59,Touring,2012-10-07,
335,535,DISH-1KG,Dish Liquid - 1KG,HH_FO,,,,66.47,Road,2018-05-18,
336,536,SPRI-2L,Spring Water - 2L,BV_CH,,,,14.84,Mountain,2012-04-27,2016-10-14
337,537,CROI-1L,Croissant - 1L,BK_CH,,,,27.37,Road,2012-05-06,2019-01-02
338,538,SPAR-2L,Sparkling Water - 2L,BV_CH,,,,65.51,Road,2025-01-05,
339,539,POTA-1KG,Potato Chips - 1KG,SN_FO,,,,26.79,Touring,2023-01-12,
340,540,BANA-XL,Bananas - XL,PR_DR,,,,19.57,Road,2012-09-24,
341,541,ORAN-FAMILY,Orange Juice - FAMILY,BV_FO,,,,65.22,Mountain,2025-04-27,
342,542,ICEC-12PK,Ice Cream Tub - 12PK,FR_CL,,,,36.9,Mountain,2014-12-01,2019-07-11
343,543,BANA-1KG,Bananas - 1KG,PR_GR,,,,40.46,Touring,2014-09-23,2017-05-21
344,544,BAGE-6PK,Bagels - 6PK,BK_FO,,,,22.23,Touring,2012-07-29,2018-06-09
345,545,ENER-250G,Energy Drink - 250G,BV_GR,,,,30.8,Road,2022-03-02,
346,546,SPAR-12PK,Sparkling Water - 12PK,BV_CL,,,,17.39,Touring,2023-07-11,
347,547,MIXE-12PK,Mixed Nuts - 12PK,SN_GR,,,,38.25,Touring,2013-02-19,
348,548,HAND-EA,Hand Soap - EA,HB_GR,,,,30.43,Touring,2016-01-15,
349,549,FROZ-1L,Frozen Peas - 1L,FR_PC,,,,,Other Sales,2019-03-17,
350,550,POTA-1KG,Potatoes - 1KG,PR_GR,,,,20.64,Mountain,2013-01-10,
351,551,COLA-6PK,Cola - 6PK,BV_DR,,,,34.05,Mountain,2020-06-18,
352,552,SOUR-12PK,Sour Cream - 12PK,DA_GR,,,,66.01,Touring,2016-09-02,
353,553,LAUN-6PK,Laundry Powder - 6PK,HH_CL,Household,Cleaning,Yes,65.79,Touring,2019-11-09,
354,554,ICEC-EA,Ice Cream Tub - EA,FR_GR,,,,36.6,Touring,2022-01-13,
355,555,FROZ-1L,Frozen Peas - 1L,FR_FO,,,,54.21,Mountain,2015-07-30,2016-12-01
356,556,TOMA-500G,Tomatoes - 500G,PR_CL,,,,76.28,Mountain,2018-04-12,2019-04-12
357,557,ICEC-1KG,Ice Cream Tub - 1KG,FR_GR,,,,29.42,Mountain,2014-04-12,
358,558,ORAN-2L,Orange Juice - 2L,BV_GR,,,,61.36,Touring,2013-07-26,
359,559,TOOT-XL,Toothpaste - XL,HB_CL,,,,22.11,Road,2015-08-19,2021-03-14
360,560,GREE-6PK,Green Tea - 6PK,BV_PC,,,,37.27,Other Sales,2022-06-03,
361,561,HAND-6PK,Hand Soap - 6PK,HB_FO,,,,78.02,Other Sales,2024-08-14,
362,562,FROZ-2L,Frozen Chips - 2L,FR_PC,,,,5.17,Touring,2016-08-03,
363,563,CREA-EA,Cream Cheese - EA,DA_FO,,,,39.01,Mountain,2014-10-28,
364,564,SAUS-250G,Sausages - 250G,MT_DR,,,,63.76,Mountain,2014-06-21,
365,565,ICEC-XL,Ice Cream Tub - XL,FR_CH,,,,37.26,Other Sales,2012-07-09,2015-04-03
366,566,POTA-1L,Potatoes - 1L,PR_PC,,,,,Road,2022-01-11,2007-06-21
367,567,BROC-250G,Broccoli - 250G,PR_CH,,,,68.82,Other Sales,2013-07-04,2017-01-19
368,568,BAKE-6PK,Baked Beans - 6PK,PN_CL,,,,65.28,Road,2013-08-21,2010-07-24
369,569,HAND-EA,Hand Soap - EA,HB_GR,,,,44.78,Mountain,2017-05-03,
370,570,FROZ-EA,Frozen Berries - EA,FR_CL,,,,3.8,Mountain,2016-05-22,
371,571,WHOL-250G,Wholemeal Bread - 250G,BK_CL,,,,44.66,Mountain,2023-03-30,
372,572,SURF-XL,Surface Spray - XL,HH_CL,Household,Cleaning,Yes,0.65,Touring,2021-11-03,
373,573,BROC-12PK,Broccoli - 12PK,PR_CH,,,,29.49,Other Sales,2023-04-21,2028-04-09
374,574,TOOT-XL,Toothpaste - XL,HB_GR,,,,74.09,Touring,2016-10-08,
375,575,HAND-12PK,Hand Soap - 12PK,HB_DR,,,,14.05,Road,2014-02-23,
376,576,GREE-2L,Green Tea - 2L,BV_CH,,,,55.5,Mountain,2025-11-10,
377,577,BROC-6PK,Broccoli - 6PK,PR_GR,,,,,Touring,2017-10-20,
378,578,BAGE-1L,Bagels - 1L,BK_FO,,,,26.19,Other Sales,2013-03-29,
379,579,BINB-6PK,Bin Bags - 6PK,HH_CL,Household,Cleaning,Yes,47.27,Touring,2015-01-11,
380,580,SUGA-6PK,Sugar - 6PK,PN_PC,,,,78.99,Road,2019-12-24,
381,581,FROZ-6PK,Frozen Peas - 6PK,FR_GR,,,,45.32,Other Sales,2022-04-07,
382,582,GREE-6PK,Green Tea - 6PK,BV_DR,,,,43.61,Other Sales,2018-06-13,2020-02-17
383,583,FISH-XL,Fish Fingers - XL,FR_GR,,,,3.54,Touring,2019-01-29,
384,584,FROZ-500G,Frozen Pizza - 500G,FR_CH,,,,8.85,Road,2024-06-22,
385,585,COOK-1KG,Cookies - 1KG,SN_DR,,,,27.52,Road,2019-03-09,
386,586,BURG-1L,Burger Buns - 1L,BK_CH,,,,27.89,Other Sales,2022-12-20,
387,587,SUGA-XL,Sugar - XL,PN_GR,,,,26.32,Mountain,2024-08-04,2028-10-31
388,588,MOZZ-1L,Mozzarella - 1L,DA_CL,,,,8.43,Touring,2021-03-02,
389,589,CHOC-12PK,Chocolate Cake - 12PK,BK_FO,,,,55.25,Mountain,2022-06-08,
390,590,MUES-1KG,Muesli Bars - 1KG,SN_DR,,,,16.74,Touring,2020-01-02,2021-08-17
391,591,BROC-500G,Broccoli - 500G,PR_PC,,,,52.56,Other Sales,2023-01-08,2028-12-09
392,592,POPC-12PK,Popcorn - 12PK,SN_CH,Snacks,Chips,No,20.77,Other Sales,2016-09-01,
393,592,POPC-12PK,Popcorn - 12PK,SN_CH,Snacks,Chocolate,Yes,20.77,Other Sales,2016-09-01,
394,593,CHOC-EA,Chocolate Bar - EA,SN_DR,,,,36.61,Mountain,2022-08-04,2008-10-25
395,594,OLIV-FAMILY,Olive Oil - FAMILY,PN_CH,,,,1.39,Touring,2025-05-28,
396,595,BANA-1L,Bananas - 1L,PR_CL,,,,44.85,Touring,2018-08-15,2022-09-16
397,596,CHOC-1L,Chocolate Cake - 1L,BK_FO,,,,69.26,Road,2022-01-04,
398,597,ORAN-1L,Orange Juice - 1L,BV_FO,,,,21.37,Other Sales,2016-10-08,
399,598,POTA-EA,Potato Chips - EA,SN_PC,,,,24.57,Mountain,2024-11-28,
400,599,LAUN-12PK,Laundry Powder - 12PK,HH_CH,,,,,Touring,2012-07-27,
401,600,SPAR-6PK,Sparkling Water - 6PK,BV_DR,,,,20.8,Touring,2016-12-22,
402,601,ICEC-1KG,Ice Cream Tub - 1KG,FR_FO,,,,66.4,Touring,2025-01-04,
403,602,BEEF-1L,Beef Mince - 1L,MT_DR,,,,21.83,Road,2018-07-19,
404,603,BAGE-XL,Bagels - XL,BK_PC,,,,25.31,Other Sales,2020-12-29,
405,604,BAKE-2L,Baked Beans - 2L,PN_CH,,,,4.04,Other Sales,2022-10-31,
406,605,TOMA-12PK,Tomatoes - 12PK,PR_GR,,,,70.94,Mountain,2024-10-05,
407,606,POPC-FAMILY,Popcorn - FAMILY,SN_CL,,,,61.89,Mountain,2017-08-26,
